country_region_code,country_region,,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-15,-4,0,3,-6,1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-16,-11,0,-31,-15,-3,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-17,-7,-6,-17,-6,0,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-18,-1,-3,-5,-3,2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-19,-5,-1,14,-4,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-20,-7,-3,7,-6,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-21,-15,-4,-10,-10,0,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-22,-26,-6,-32,-24,-4,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-23,-31,-18,-12,-25,-9,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-24,-21,6,6,-15,-6,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-25,-33,-13,-38,-26,-10,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-26,-29,-7,5,-22,-11,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-27,-30,-10,1,-24,-10,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-28,-37,-17,-38,-30,-12,13
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-02-29,-38,-10,-13,-32,-10,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-01,-41,-8,-17,-36,-16,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-02,-23,-1,10,-20,-8,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-03,-24,-7,2,-21,-9,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-04,-30,-10,-7,-25,-11,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-05,-28,-11,-2,-25,-9,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-06,-27,-8,1,-22,-9,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-07,-32,-7,-16,-29,-8,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-08,-27,-14,34,-24,-14,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-09,-19,1,16,-17,-6,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-10,-27,-11,-32,-25,-9,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-11,-22,-3,23,-18,-8,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-12,-23,-5,19,-20,-7,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-13,-24,-5,2,-20,-7,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-14,-25,1,4,-22,-5,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-15,-28,1,-3,-29,-12,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-16,-17,1,23,-16,-6,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-17,-19,-5,12,-17,-6,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-18,-19,-1,47,-16,-7,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-19,-28,-13,-18,-25,-7,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-20,-20,-2,17,-17,-6,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-21,-21,4,31,-18,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-22,-20,-8,52,-17,-12,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-23,-15,6,47,-13,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-24,-16,0,40,-13,-6,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-25,-18,1,61,-14,-8,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-26,-25,-8,3,-21,-7,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-27,-23,-4,4,-20,-8,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-28,-23,2,16,-20,-7,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-29,-19,11,51,-17,-12,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-30,-13,4,60,-12,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-03-31,-11,2,54,-10,-5,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-01,-18,0,44,-15,-8,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-02,-18,-2,44,-15,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-03,-18,1,36,-13,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-04,-19,5,25,-16,-8,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-05,-17,14,46,-14,-13,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-06,-12,6,48,-9,-3,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-07,-12,2,40,-10,-4,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-08,-16,0,47,-13,-6,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-09,-18,-2,31,-14,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-10,-16,2,22,-12,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-11,-16,10,17,-13,-7,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-12,-20,-10,8,-20,-13,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-13,-9,10,45,-9,-3,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-14,-4,9,51,-4,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-15,-3,23,124,-16,-50,17
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-16,-17,-2,33,-13,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-17,-23,-7,-19,-20,-6,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-18,-13,8,40,-10,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-19,-24,1,-20,-24,-12,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-20,-12,5,19,-11,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-21,-13,-1,6,-11,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-22,-18,-3,6,-15,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-23,-16,-2,10,-14,-2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-24,-14,2,10,-10,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-25,-12,9,21,-10,-4,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-26,-6,1,56,-5,-8,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-27,-6,11,40,-6,-1,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-28,-5,8,41,-3,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-29,-2,17,62,2,-3,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-04-30,6,29,158,-6,-54,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-01,0,22,123,-10,-46,13
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-02,-9,10,60,-4,-15,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-03,-5,19,39,-2,-9,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-04,15,30,95,1,-18,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-05,13,23,114,-14,-56,14
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-06,-10,9,48,-4,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-07,-7,7,36,-4,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-08,-5,8,19,-1,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-09,-18,-2,-36,-20,-7,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-10,-6,1,34,-4,-5,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-11,-3,14,44,-2,0,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-12,-4,7,35,-3,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-13,-7,8,58,-4,-2,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-14,-8,7,42,-6,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-15,-17,-3,-23,-15,-5,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-16,-8,12,26,-8,-4,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-17,-1,25,56,-2,-4,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-18,-9,4,12,-9,-2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-19,-6,7,14,-8,-2,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-20,-4,12,59,-3,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-21,-5,7,44,-5,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-22,-7,8,34,-4,-2,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-23,-3,14,55,-2,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-24,-3,4,42,-5,-6,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-25,1,18,57,-1,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-26,-3,8,32,-3,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-27,-3,11,64,-2,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-28,-7,7,43,-5,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-29,-7,9,39,-3,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-30,-7,11,47,-5,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-05-31,-3,21,44,-4,-4,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-01,0,16,56,-1,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-02,-6,7,29,-4,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-03,-6,11,54,-3,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-04,-8,6,35,-5,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-05,-6,10,37,-2,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-06,-7,13,49,-7,-15,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-07,-2,24,47,-3,-5,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-08,-1,15,49,-1,1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-09,-2,9,36,-2,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-10,-9,4,26,-5,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-11,-6,7,30,-7,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-12,-7,7,25,-5,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-13,-6,10,13,-11,-6,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-14,-4,0,28,-9,-7,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-15,2,18,55,-1,2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-16,-1,10,43,-1,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-17,-5,10,52,-3,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-18,-9,1,18,-9,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-19,-6,9,36,-3,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-20,-5,10,44,-5,-5,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-21,-3,20,43,-4,-6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-22,-1,13,49,-2,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-23,-1,9,41,-1,1,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-24,-15,-4,-2,-12,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-25,-10,2,4,-10,0,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-26,-4,9,34,-3,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-27,-3,11,41,-5,-6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-28,-1,0,43,-4,-7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-29,-5,8,18,-5,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-06-30,-4,6,8,-7,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-01,-5,10,56,-4,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-02,-6,5,41,-6,1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-03,-8,5,23,-5,-1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-04,-6,10,44,-7,-6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-05,-3,20,49,-5,-7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-06,-2,11,48,-3,0,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-07,-1,8,43,-2,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-08,-5,5,55,-5,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-09,-7,3,32,-7,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-10,-10,3,18,-8,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-11,-5,11,41,-7,-6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-12,-10,-8,12,-12,-10,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-13,-14,-1,-14,-14,-3,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-14,-3,7,28,-5,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-15,-3,11,55,-5,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-16,-3,8,46,-6,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-17,-5,6,40,-5,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-18,-4,9,48,-7,-6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-19,-8,12,13,-15,-9,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-20,-3,10,40,-7,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-21,1,7,45,-3,0,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-22,-11,-3,16,-11,-2,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-23,-19,-13,-21,-18,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-24,-8,6,13,-10,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-25,-5,10,36,-10,-7,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-26,0,0,54,-5,-8,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-27,-4,8,26,-8,-3,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-28,-2,5,27,-7,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-29,-8,2,22,-12,-6,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-30,-3,6,43,-9,-6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-07-31,0,11,49,-3,-8,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-01,-8,7,29,-11,-18,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-02,-9,13,24,-12,-15,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-03,2,15,69,-6,-20,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-04,7,15,62,-4,-18,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-05,-1,11,52,-8,-17,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-06,-4,6,36,-11,-13,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-07,-5,4,24,-9,-13,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-08,-13,0,-9,-19,-14,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-09,-12,-11,-6,-21,-14,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-10,-4,9,12,-11,-8,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-11,1,9,25,-7,-7,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-12,0,9,52,-5,-8,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-13,0,9,47,-6,-8,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-14,0,12,42,-4,-11,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-15,-9,8,30,-13,-24,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-16,2,23,58,-3,-15,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-17,7,22,98,-13,-46,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-18,-6,9,38,-6,-7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-19,-13,8,45,-10,-9,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-20,-16,3,30,-14,-9,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-21,-19,3,21,-14,-9,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-22,-28,-1,0,-24,-11,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-23,-25,-7,20,-21,-17,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-24,-15,14,41,-12,-8,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-25,-16,8,24,-12,-8,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-26,-26,-1,2,-22,-11,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-27,-27,-5,-3,-26,-10,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-28,-26,0,2,-20,-9,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-29,-34,-2,-13,-29,-12,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-30,-34,7,2,-29,-19,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-08-31,-20,10,39,-16,-10,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-01,-23,3,27,-16,-10,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-02,-37,-11,-19,-29,-14,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-03,-29,-3,15,-25,-13,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-04,-25,5,31,-17,-11,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-05,-29,4,15,-24,-14,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-06,-32,5,-6,-30,-20,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-07,-33,-11,-25,-31,-16,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-08,-17,8,42,-12,-9,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-09,-24,1,32,-18,-10,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-10,-22,3,40,-16,-9,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-11,-25,0,10,-17,-10,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-12,-26,6,2,-21,-13,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-13,-18,0,55,-12,-18,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-14,-11,13,52,-9,-4,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-15,-11,7,43,-8,-4,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-16,-18,4,31,-13,-6,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-17,-19,-1,24,-14,-5,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-18,-17,6,31,-9,-5,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-19,-17,8,37,-10,-8,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-20,-12,19,51,-8,-10,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-21,-8,13,52,-5,-3,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-22,-10,11,40,-1,-2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-23,-14,12,42,0,-3,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-24,-15,11,30,-1,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-25,-14,14,24,1,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-26,-14,18,28,-2,-4,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-27,-10,13,45,1,-6,3
